station_id,n_training_batches,n_validation_batches,source,size_bin,fold,block,lat,long,nearest_other_fold_km_blocked,nearest_other_fold_km_random
BOMAustralia__138109A,84,36,BOMAustralia,0,2,32,-26.324,152.702,115.75615831932764,9.340999264791451
BOMAustralia__138110A,183,80,BOMAustralia,2,2,32,-26.628,152.705,82.73439001867753,11.881496620640041
BOMAustralia__138111A,179,77,BOMAustralia,2,2,32,-26.527,152.744,92.80023510976564,11.881496620640041
BOMAustralia__138113A,156,68,BOMAustralia,1,2,32,-26.39,152.644,109.87051778826823,3.5829977476443013
BOMAustralia__138903A,162,71,BOMAustralia,1,2,32,-25.82,152.722,113.40318720149426,19.71782425714614
BOMAustralia__140002A,180,78,BOMAustralia,2,2,32,-26.057,153.042,142.10711625175608,25.975083156597048
BOMAustralia__141003C,130,56,BOMAustralia,1,2,32,-26.622,152.958,79.71774526553203,7.519275087417371
BOMAustralia__141004B,175,76,BOMAustralia,2,2,32,-26.562,152.939,86.5578684346696,7.929295906688874
BOMAustralia__141006A,174,76,BOMAustralia,2,2,32,-26.761,152.982,64.10187689345989,11.605573189788354
BOMAustralia__141008A,123,54,BOMAustralia,1,2,32,-26.662,153.019,74.86887204696727,7.519275087417371
BOMAustralia__141009A,183,80,BOMAustralia,2,2,32,-26.494,152.963,93.84239505830857,7.929295906688874
BOMAustralia__141010A,129,61,BOMAustralia,1,2,32,-26.878,153.004,50.95509129810961,13.191709141136075
BOMAustralia__142001A,181,79,BOMAustralia,2,2,32,-27.098,152.891,27.768720285355403,14.113857366651047
BOMAustralia__142106A,14,7,BOMAustralia,0,2,32,-27.219,152.84,16.38096244969499,4.854021295292501
BOMAustralia__142202A,120,52,BOMAustralia,1,1,85,-27.346,152.924,16.38096244969499,11.719295322530037
BOMAustralia__142203A,7,4,BOMAustralia,0,1,85,-27.335,153.042,23.768111421574176,11.719295322530037
BOMAustralia__142800A,43,19,BOMAustralia,0,2,32,-27.195,152.799,20.845912958977245,4.854021295292501
BOMAustralia__143007A,133,58,BOMAustralia,1,2,32,-26.804,152.273,70.02217253501527,6.958586015627879
BOMAustralia__143009A,133,58,BOMAustralia,1,2,32,-26.99,152.405,47.27439480928579,7.238502412384812
BOMAustralia__143010B,166,72,BOMAustralia,2,2,32,-26.978,152.285,51.14404892551339,4.757827885204603
BOMAustralia__143011A,3,1,BOMAustralia,0,2,32,-27.063,152.004,44.89400349763185,29.39600346714493
BOMAustralia__143015A,9,4,BOMAustralia,0,2,32,-26.74,152.136,79.92651826715935,9.822281311447966
BOMAustralia__143016A,112,54,BOMAustralia,1,2,32,-26.979,152.333,49.6965450370999,4.757827885204603
BOMAustralia__143018A,5,2,BOMAustralia,0,2,32,-26.752,152.234,76.63098983435799,6.958586015627879
BOMAustralia__143028A,108,47,BOMAustralia,1,1,85,-27.444,153.002,29.698937014893623,12.74741312462615
BOMAustralia__143033A,138,59,BOMAustralia,1,1,85,-27.73,152.947,57.79280788404815,12.11024510090731
BOMAustralia__143035A,53,23,BOMAustralia,0,1,85,-27.401,152.605,29.768139919028755,2.3416072984655014
BOMAustralia__143094A,17,8,BOMAustralia,0,1,85,-27.529,153.106,43.3370702875331,13.949085680365284
BOMAustralia__143105A,57,27,BOMAustralia,0,1,85,-27.773,152.685,63.47075094788956,10.904414896081875
BOMAustralia__143107A,180,78,BOMAustralia,2,1,85,-27.602,152.694,44.96007161403431,6.9193769810702115
BOMAustralia__143108A,165,72,BOMAustralia,1,1,85,-27.664,152.7,51.37425687545532,6.9193769810702115
BOMAustralia__143110A,162,70,BOMAustralia,1,1,85,-27.828,152.512,75.04538701651647,18.081993023304655
BOMAustralia__143112A,15,7,BOMAustralia,0,1,85,-28.028,152.552,94.32526680951365,13.472940978355743
BOMAustralia__143113A,133,58,BOMAustralia,1,1,85,-27.683,152.729,52.74421459860636,9.644078508887068
BOMAustralia__143115A,37,16,BOMAustralia,0,4,93,-27.642,146.757,206.29964104656622,37.14632576429887
BOMAustralia__143116A,44,21,BOMAustralia,0,4,93,-27.976,146.512,242.8494229657776,40.73255993544657
BOMAustralia__143121A,86,44,BOMAustralia,0,1,85,-27.664,152.542,57.56080223162132,15.560429288908322
BOMAustralia__143203B,3,1,BOMAustralia,0,1,85,-27.563,152.121,47.637723777624615,2.4088458983695378
BOMAustralia__143203C,149,65,BOMAustralia,1,1,85,-27.542,152.115,46.45580411623371,2.4088458983695378
BOMAustralia__143207A,69,29,BOMAustralia,0,1,85,-27.418,152.591,31.823726781961973,2.3416072984655014
BOMAustralia__143208A,4,1,BOMAustralia,0,1,85,-27.458,152.098,42.51482416103116,11.893767869227274
BOMAustralia__143210A,12,8,BOMAustralia,0,1,85,-27.467,152.528,38.51149829243869,9.530712125129279
BOMAustralia__143212A,169,72,BOMAustralia,2,1,85,-27.634,152.215,56.52715992795536,10.70154467469657
BOMAustralia__143217A,4,2,BOMAustralia,0,1,85,-27.413,152.453,33.113116630789506,9.530712125129279
BOMAustralia__143222A,44,20,BOMAustralia,0,4,93,-27.432,146.464,182.6515670292142,5.370577421515389
BOMAustralia__143224A,44,19,BOMAustralia,0,4,93,-27.411,146.415,180.71481379643365,5.370577421515389
BOMAustralia__143225A,51,22,BOMAustralia,0,4,93,-27.63,146.376,205.32718558616597,23.664789258346843
BOMAustralia__143229A,134,58,BOMAustralia,1,1,85,-27.552,152.388,46.610470577101594,6.990233208245027
BOMAustralia__143231A,34,15,BOMAustralia,0,1,85,-27.542,152.318,45.16069763087467,5.009112932099732
BOMAustralia__143236A,26,11,BOMAustralia,0,1,85,-27.55,152.268,46.44022555187942,5.009112932099732
BOMAustralia__143303A,194,84,BOMAustralia,2,2,32,-26.838,152.842,57.06730405925274,13.47942462407438
BOMAustralia__143307A,23,11,BOMAustralia,0,2,32,-27.135,152.639,29.768139919028755,21.967356608422005
BOMAustralia__143312A,139,63,BOMAustralia,1,2,32,-26.921,152.58,53.430840447196054,18.120101414612396
BOMAustralia__143901A,138,61,BOMAustralia,1,2,32,-26.936,152.762,48.32598720346688,13.47942462407438
BOMAustralia__143921A,156,68,BOMAustralia,1,2,32,-27.136,152.33,33.113116630789506,17.460130935702924
BOMAustralia__145003B,186,80,BOMAustralia,2,1,85,-28.201,152.773,109.39242629309727,9.45716847637273
BOMAustralia__145010A,151,65,BOMAustralia,1,1,85,-28.246,152.891,114.30744711263704,4.025553617829817
BOMAustralia__145011A,169,73,BOMAustralia,2,1,85,-28.148,152.571,106.64174515065984,13.472940978355743
BOMAustralia__145012A,43,19,BOMAustralia,0,1,85,-27.929,152.862,78.97817094155188,14.548414908431749
BOMAustralia__145013A,8,5,BOMAustralia,0,1,85,-28.172,152.983,106.89991693097352,12.286386978026664
BOMAustralia__145014A,192,84,BOMAustralia,2,1,85,-27.833,152.987,69.79546859680242,2.011713809939189
BOMAustralia__145018A,159,70,BOMAustralia,1,1,85,-28.219,152.608,113.51565128383233,16.291320705690868
BOMAustralia__145020A,181,79,BOMAustralia,2,1,85,-28.216,152.868,110.89559672501437,4.025553617829817
BOMAustralia__145024A,50,22,BOMAustralia,0,4,93,-28.043,146.956,227.72673693995918,44.21983632135411
BOMAustralia__145027A,103,46,BOMAustralia,0,1,85,-28.248,152.84,114.41957951727869,4.492831815634823
BOMAustralia__145030B,18,11,BOMAustralia,0,1,85,-27.85,152.98,71.50898036850616,2.011713809939189
BOMAustralia__145101D,194,85,BOMAustralia,2,1,85,-28.054,153.045,95.01842688320819,5.591684876185387
BOMAustralia__145102B,146,63,BOMAustralia,1,1,85,-27.91,153.106,81.18634249317284,11.067470640271758
BOMAustralia__145103A,153,66,BOMAustralia,1,1,85,-28.095,153.078,100.18742195219014,5.403822694026849
BOMAustralia__145104A,7,3,BOMAustralia,0,1,85,-28.059,153.115,97.25255731316723,5.403822694026849
BOMAustralia__145105B,57,26,BOMAustralia,0,1,85,-28.002,153.063,89.79535310769076,6.046037309071573
BOMAustralia__145196A,82,39,BOMAustralia,0,1,85,-27.783,153.19,71.58693887741609,20.725434869693277
BOMAustralia__146002B,164,72,BOMAustralia,1,1,85,-28.0,153.311,98.46560362841471,10.30028739023567
BOMAustralia__146010A,130,57,BOMAustralia,1,1,85,-28.026,153.193,96.23780016582678,8.489003461671542
BOMAustralia__146012A,160,70,BOMAustralia,1,1,85,-28.179,153.424,121.24603383232021,3.879365207272923
BOMAustralia__146015A,117,57,BOMAustralia,1,1,85,-28.149,153.226,110.17451712947683,14.054880271025882
BOMAustralia__146020A,149,65,BOMAustralia,1,1,85,-28.086,153.35,108.70730635323928,8.755077270227059
BOMAustralia__146095A,132,58,BOMAustralia,1,1,85,-28.15,153.402,117.38403231177368,3.879365207272923
BOMAustralia__201012,182,80,BOMAustralia,2,1,85,-28.192,153.478,125.10159681195199,5.486384479869604
BOMAustralia__201015,109,54,BOMAustralia,1,1,85,-28.433,153.292,142.11968098534135,18.097779370382927
BOMAustralia__202001,202,88,BOMAustralia,2,1,85,-28.532,153.458,158.13067795450232,10.61599254040294
BOMAustralia__202002,95,48,BOMAustralia,0,1,85,-28.438,153.477,149.3194793328225,10.61599254040294
BOMAustralia__203002,193,85,BOMAustralia,2,1,85,-28.642,153.413,167.94477239509942,10.192311013262998
BOMAustralia__203014,219,98,BOMAustralia,3,1,85,-28.756,153.395,179.38374438889866,4.964372054032966
BOMAustralia__203023,191,83,BOMAustralia,2,1,85,-28.623,152.798,152.7850510400458,17.055296562648124
BOMAustralia__203024,156,67,BOMAustralia,1,1,85,-28.722,153.362,174.81066151314627,4.964372054032966
BOMAustralia__203034,158,72,BOMAustralia,1,1,85,-28.757,152.924,158.40695323042902,16.63294859098477
BOMAustralia__203041,183,80,BOMAustralia,2,1,85,-28.932,153.003,160.29896510532254,20.925173354309727
BOMAustralia__203056,95,48,BOMAustralia,0,1,85,-28.45,152.892,136.97641454986953,21.51241400552329
BOMAustralia__203057,95,48,BOMAustralia,0,1,85,-28.809,153.49,187.9606768691017,10.974969714887024
BOMAustralia__203059,89,46,BOMAustralia,0,1,85,-28.875,153.368,180.27652579404008,13.491130624256565
BOMAustralia__203061,86,44,BOMAustralia,0,1,85,-28.733,153.226,172.56334529942853,13.317452692843114
BOMAustralia__203900,197,84,BOMAustralia,2,1,85,-28.621,152.995,156.63730040834798,16.63294859098477
BOMAustralia__204001,218,96,BOMAustralia,3,1,85,-29.978,152.725,50.20551898344337,15.687203471884283
BOMAustralia__204002,216,96,BOMAustralia,2,1,85,-28.884,152.568,121.02667401900538,19.858330626135686
BOMAustralia__204004,222,98,BOMAustralia,3,1,85,-29.572,152.545,92.12627261302397,13.625433298828204
BOMAustralia__204006,100,46,BOMAustralia,0,1,85,-28.644,152.17,94.9498630836678,19.884263458935088
BOMAustralia__204008,193,85,BOMAustralia,2,4,48,-30.404,152.347,44.0151932018219,31.64060533563733
BOMAustralia__204015,214,94,BOMAustralia,2,1,85,-29.84,152.317,55.12858212821185,37.053473991107964
BOMAustralia__204030,188,82,BOMAustralia,2,4,48,-30.258,152.009,55.12858212821185,27.496682152427415
BOMAustralia__204031,182,80,BOMAustralia,2,1,85,-29.721,151.846,47.10575680225965,27.040216500605325
BOMAustralia__204033,200,88,BOMAustralia,2,1,85,-29.192,152.252,81.78903352625038,33.00837357191057
BOMAustralia__204034,194,85,BOMAustralia,2,1,85,-29.762,152.215,58.61103242195101,35.91652464763125
BOMAustralia__204037,178,78,BOMAustralia,2,1,85,-30.092,152.629,39.973916318386536,15.687203471884283
BOMAustralia__204039,175,75,BOMAustralia,2,1,85,-28.467,152.199,106.83165791901345,11.944058756932368
BOMAustralia__204043,182,80,BOMAustralia,2,1,85,-28.732,152.675,136.80617242256756,17.055296562648124
BOMAustralia__204046,195,86,BOMAustralia,2,1,85,-29.055,152.385,98.99186873603298,25.565571695847293
BOMAustralia__204051,199,88,BOMAustralia,2,1,85,-28.718,152.42,115.18784032927313,23.423898876825834
BOMAustralia__204055,188,82,BOMAustralia,2,1,85,-29.466,152.982,108.61618886214845,32.646146570589565
BOMAustralia__204056,189,82,BOMAustralia,2,1,85,-29.484,152.447,95.11189761250462,13.625433298828204
BOMAustralia__204067,174,78,BOMAustralia,2,1,85,-29.402,152.653,113.66055323617007,21.6010153053148
BOMAustralia__204900,204,89,BOMAustralia,2,1,85,-29.197,152.592,113.01570864818473,23.54993573877711
BOMAustralia__205002,194,86,BOMAustralia,2,4,48,-30.427,152.78,39.973916318386536,10.186397741472529
BOMAustralia__205015,132,60,BOMAustralia,1,4,48,-30.629,152.849,63.33268798949853,21.187072746760162
BOMAustralia__205016,124,59,BOMAustralia,1,4,48,-30.441,152.885,45.93951883630642,10.186397741472529
BOMAustralia__205017,88,45,BOMAustralia,0,4,48,-30.782,152.697,77.00096041192221,22.374474353550223
BOMAustralia__206008,189,82,BOMAustralia,2,4,48,-30.566,151.74,64.92627263385657,10.022375131898066
BOMAustralia__206014,189,83,BOMAustralia,2,4,48,-30.477,152.028,71.85338398593333,29.30819384192014
BOMAustralia__206018,193,85,BOMAustralia,2,4,48,-31.052,151.768,107.11666046654719,24.711383329960356
BOMAustralia__206024,244,109,BOMAustralia,3,4,48,-30.752,152.205,83.89709131191658,30.620368178847485
BOMAustralia__206032,185,82,BOMAustralia,2,4,48,-30.51,151.658,54.92190718570657,10.022375131898066
BOMAustralia__206033,191,85,BOMAustralia,2,4,48,-30.97,152.009,113.93759261993343,24.711383329960356
BOMAustralia__206034,170,74,BOMAustralia,2,4,48,-30.698,151.706,72.0843269163064,15.03390234139075
BOMAustralia__206035,171,76,BOMAustralia,2,4,48,-30.211,151.728,51.9196969737721,9.080242783635114
BOMAustralia__206039,141,63,BOMAustralia,1,4,48,-30.292,151.74,53.49191744949861,9.080242783635114
BOMAustralia__207008,128,60,BOMAustralia,1,4,48,-31.725,152.639,181.58382113475776,13.497798725945447
BOMAustralia__207009,159,71,BOMAustralia,1,4,48,-31.613,152.694,169.2412525578584,13.497798725945447
BOMAustralia__207013,205,90,BOMAustralia,2,4,48,-31.478,152.449,155.07232508500738,23.13877008053591
BOMAustralia__207014,198,88,BOMAustralia,2,4,48,-31.331,152.74,138.17854801767393,11.963062489090465
BOMAustralia__207015,184,82,BOMAustralia,2,4,48,-31.368,152.242,146.6268052890451,23.13877008053591
BOMAustralia__207017,93,47,BOMAustralia,0,4,48,-31.429,152.688,148.77445679682782,11.963062489090465
BOMAustralia__208003,214,95,BOMAustralia,2,4,48,-31.896,152.097,143.38063704495326,16.539058234108367
BOMAustralia__208004,212,94,BOMAustralia,2,4,48,-31.918,152.312,150.66909339327194,8.729069361861217
BOMAustralia__208006,183,80,BOMAustralia,2,4,48,-32.037,151.871,121.06766018663538,9.167285423089533
BOMAustralia__208007,183,81,BOMAustralia,2,4,48,-31.517,151.716,151.92996868898416,25.25308814822529
BOMAustralia__208009,183,79,BOMAustralia,2,4,48,-31.579,151.315,142.25429989091137,3.605711444813488
BOMAustralia__208011,176,78,BOMAustralia,2,4,48,-31.772,151.898,150.03132917259413,3.120550386798702
BOMAustralia__208015,187,82,BOMAustralia,2,4,48,-31.787,152.514,173.25165353168302,13.682377535489403
BOMAustralia__208019,139,61,BOMAustralia,1,4,48,-31.841,152.294,157.20407818570337,8.729069361861217
BOMAustralia__208024,166,73,BOMAustralia,2,4,48,-31.558,151.344,141.25502896286903,3.605711444813488
BOMAustralia__208027,159,69,BOMAustralia,1,4,48,-31.658,151.507,157.26802052511115,19.024037485608204
BOMAustralia__208028,122,54,BOMAustralia,1,4,48,-32.043,151.968,123.57213752764852,7.532555784647467
BOMAustralia__208029,113,49,BOMAustralia,1,4,48,-31.797,151.913,147.74324617690633,3.120550386798702
BOMAustralia__208031,96,49,BOMAustralia,0,4,48,-31.977,151.95,129.80834833102077,7.532555784647467
BOMAustralia__209002,158,69,BOMAustralia,1,4,48,-32.244,151.979,103.66891253100736,8.054629925390088
BOMAustralia__209006,158,68,BOMAustralia,1,4,48,-32.161,152.261,125.49748398757265,27.444652208915716
BOMAustralia__209018,176,77,BOMAustralia,2,4,48,-32.272,151.9,97.63727367476214,8.054629925390088
BOMAustralia__210002,241,109,BOMAustralia,3,4,48,-32.258,150.888,100.05581990823106,9.52799492335674
BOMAustralia__210004,149,64,BOMAustralia,1,4,48,-32.57,151.028,69.43866871084859,9.030622161434401
BOMAustralia__210006,161,70,BOMAustralia,1,4,48,-32.343,150.1,49.67505628671926,22.196831071893627
BOMAustralia__210010,181,78,BOMAustralia,2,4,48,-32.557,151.804,65.21922924323077,21.09746417650056
BOMAustralia__210011,148,63,BOMAustralia,1,4,48,-32.319,151.688,86.17893497502699,11.259201962763262
BOMAustralia__210013,12,5,BOMAustralia,0,4,48,-31.982,151.182,124.17339186877372,7.972035527943133
BOMAustralia__210014,174,77,BOMAustralia,2,4,48,-32.152,151.049,109.63575424982199,15.740364601736374
BOMAustralia__210016,160,70,BOMAustralia,1,4,48,-32.416,150.32,49.57398602235789,13.408034567476072
BOMAustralia__210017,180,79,BOMAustralia,2,4,48,-31.942,151.281,126.89396679371517,6.866789368796953
BOMAustralia__210018,193,86,BOMAustralia,2,4,48,-31.916,151.215,130.74705674450078,6.866789368796953
BOMAustralia__210021,170,74,BOMAustralia,2,4,48,-32.336,151.468,81.83967995609879,5.243348108307311
BOMAustralia__210022,189,84,BOMAustralia,2,4,48,-32.307,151.512,85.15487326877046,5.243348108307311
BOMAustralia__210028,149,66,BOMAustralia,1,4,48,-32.651,151.021,62.8505964920332,9.030622161434401
BOMAustralia__210031,174,75,BOMAustralia,2,4,48,-32.345,150.573,71.06539002545898,4.154603951753232
BOMAustralia__210040,170,74,BOMAustralia,2,4,48,-32.269,150.635,81.14242382263384,9.955688397683312
BOMAustralia__210044,189,82,BOMAustralia,2,4,48,-32.451,151.151,75.21916224270157,8.822641184103034
BOMAustralia__210055,144,62,BOMAustralia,1,4,48,-32.381,150.712,78.64723822520973,17.79817864461613
BOMAustralia__210056,155,71,BOMAustralia,1,4,48,-32.159,150.882,106.4832844067502,2.1256786052960797
BOMAustralia__210066,143,63,BOMAustralia,1,4,48,-32.296,150.334,61.69630959153132,13.408034567476072
BOMAustralia__210070,87,44,BOMAustralia,0,4,48,-31.809,151.059,145.63869996611433,18.93696154265421
BOMAustralia__210079,194,87,BOMAustralia,2,4,48,-32.544,151.592,59.80780793883896,3.0945228406842995
BOMAustralia__210080,136,60,BOMAustralia,1,4,48,-32.472,151.283,68.96976545412399,12.602588015070765
BOMAustralia__210088,17,9,BOMAustralia,0,4,48,-32.174,150.868,104.39490402986483,2.1256786052960797
BOMAustralia__210089,146,64,BOMAustralia,1,4,48,-32.716,151.326,41.806328233347664,27.428985800219493
BOMAustralia__210091,125,54,BOMAustralia,1,4,48,-32.134,150.352,78.69437358342437,18.09299700591823
BOMAustralia__210110,118,51,BOMAustralia,1,4,48,-32.389,151.0,87.75286827245269,15.761224008023376
BOMAustralia__210124,119,51,BOMAustralia,1,4,48,-32.011,150.783,111.7961855969248,18.916100642203325
BOMAustralia__210130,133,59,BOMAustralia,1,4,48,-32.471,151.06,77.04179349666677,8.822641184103034
BOMAustralia__210135,141,61,BOMAustralia,1,4,48,-32.841,151.064,45.76791958305886,21.506374773555034
BOMAustralia__210136,125,56,BOMAustralia,1,4,48,-32.202,151.628,97.86430941053615,5.349604866386216
BOMAustralia__210142,119,52,BOMAustralia,1,4,48,-31.967,151.008,129.72803788621016,20.33884731524123
BOMAustralia__210143,116,51,BOMAustralia,1,4,48,-32.517,151.584,62.62637324991198,3.0945228406842995
BOMAustralia__210144,85,42,BOMAustralia,0,4,48,-32.246,151.605,92.71238086631386,5.349604866386216
BOMAustralia__210146,96,49,BOMAustralia,0,4,48,-32.331,150.532,69.45566456118425,4.154603951753232
BOMAustralia__210147,97,49,BOMAustralia,0,4,48,-32.182,150.66,89.8091156713292,9.955688397683312
BOMAustralia__210150,58,32,BOMAustralia,0,4,48,-32.239,151.696,95.01101227877294,8.593727187512789
BOMAustralia__211008,151,66,BOMAustralia,1,3,25,-33.072,151.47,41.806328233347664,24.424350096623876
BOMAustralia__211010,139,60,BOMAustralia,1,3,25,-33.245,151.391,54.2868582493408,9.229646983190294
BOMAustralia__211013,154,67,BOMAustralia,1,3,25,-33.348,151.343,62.078413511099676,4.899906140908609
BOMAustralia__211014,165,72,BOMAustralia,1,3,25,-33.218,151.274,46.266514890654165,11.288771285642769
BOMAustralia__211015,136,60,BOMAustralia,1,3,25,-33.328,151.39,62.08778715162663,4.899906140908609
BOMAustralia__212009,206,95,BOMAustralia,2,3,25,-34.423,150.192,146.7332312027377,15.992480264748382
BOMAustralia__212011,182,81,BOMAustralia,2,3,25,-33.535,150.094,95.76303944072001,4.2507563487246705
BOMAustralia__212016,225,103,BOMAustralia,3,3,25,-33.802,150.363,112.53906499690561,12.725456589568845
BOMAustralia__212021,86,37,BOMAustralia,0,4,48,-32.862,150.812,50.29627830886754,23.655493357261317
BOMAustralia__212031,164,72,BOMAustralia,1,3,25,-34.534,150.397,168.91635560348524,4.567270769540406
BOMAustralia__212040,143,64,BOMAustralia,1,3,25,-34.608,149.544,117.81565526073155,26.00931414768462
