station_id,n_training_batches,n_validation_batches,source,size_bin,fold
BOMAustralia__216009,148,65,BOMAustralia,1,1
BOMAustralia__217006,148,65,BOMAustralia,1,0
BOMAustralia__217007,93,47,BOMAustralia,0,0
BOMAustralia__218001,153,67,BOMAustralia,1,2
BOMAustralia__218005,159,69,BOMAustralia,1,4
BOMAustralia__218007,165,72,BOMAustralia,1,2
BOMAustralia__219001,166,72,BOMAustralia,2,3
BOMAustralia__219003,238,108,BOMAustralia,3,4
BOMAustralia__219013,140,63,BOMAustralia,1,0
BOMAustralia__219016,155,68,BOMAustralia,1,2
BOMAustralia__219017,178,78,BOMAustralia,2,0
BOMAustralia__219018,150,65,BOMAustralia,1,1
BOMAustralia__219025,187,82,BOMAustralia,2,0
BOMAustralia__219032,157,71,BOMAustralia,1,4
BOMAustralia__219034,138,61,BOMAustralia,1,2
BOMAustralia__220003,171,74,BOMAustralia,2,0
BOMAustralia__220004,154,68,BOMAustralia,1,1
BOMAustralia__220006,64,29,BOMAustralia,0,1
BOMAustralia__221001,58,27,BOMAustralia,0,3
BOMAustralia__221002,179,79,BOMAustralia,2,3
BOMAustralia__221010,71,31,BOMAustralia,0,3
BOMAustralia__221201,155,68,BOMAustralia,1,1
BOMAustralia__221207,175,76,BOMAustralia,2,3
BOMAustralia__221208,149,65,BOMAustralia,1,4
BOMAustralia__221209,183,80,BOMAustralia,2,0
BOMAustralia__221210,167,73,BOMAustralia,2,2
BOMAustralia__221211,178,78,BOMAustralia,2,4
BOMAustralia__221212,203,89,BOMAustralia,2,4
BOMAustralia__221213,9,5,BOMAustralia,0,3
BOMAustralia__221218,33,16,BOMAustralia,0,3
BOMAustralia__221224,109,54,BOMAustralia,1,2
BOMAustralia__222004,166,72,BOMAustralia,2,3
BOMAustralia__222007,141,61,BOMAustralia,1,3
BOMAustralia__222008,159,69,BOMAustralia,1,1
BOMAustralia__222017,146,63,BOMAustralia,1,3
BOMAustralia__222019,144,63,BOMAustralia,1,0
BOMAustralia__222023,118,52,BOMAustralia,1,2
BOMAustralia__222202,107,47,BOMAustralia,1,3
BOMAustralia__222206,228,102,BOMAustralia,3,0
BOMAustralia__222210,140,61,BOMAustralia,1,3
BOMAustralia__222213,166,73,BOMAustralia,2,0
BOMAustralia__222217,128,56,BOMAustralia,1,3
BOMAustralia__222218,3,2,BOMAustralia,0,2
BOMAustralia__223207,3,3,BOMAustralia,0,0
BOMAustralia__223208,47,22,BOMAustralia,0,0
BOMAustralia__223210,100,46,BOMAustralia,0,4
BOMAustralia__223212,164,71,BOMAustralia,1,0
BOMAustralia__223215,112,50,BOMAustralia,1,4
BOMAustralia__224201,232,104,BOMAustralia,3,1
BOMAustralia__224206,180,79,BOMAustralia,2,4
BOMAustralia__224207,9,5,BOMAustralia,0,0
BOMAustralia__224209,7,4,BOMAustralia,0,1
BOMAustralia__224213,193,85,BOMAustralia,2,0
BOMAustralia__224214,144,63,BOMAustralia,1,2
BOMAustralia__224215,11,6,BOMAustralia,0,3
BOMAustralia__224217,144,67,BOMAustralia,1,0
BOMAustralia__224219B,51,28,BOMAustralia,0,1
BOMAustralia__224222,99,50,BOMAustralia,0,3
BOMAustralia__225020A,140,62,BOMAustralia,1,0
BOMAustralia__225105,10,9,BOMAustralia,0,0
BOMAustralia__225110A,219,96,BOMAustralia,3,0
BOMAustralia__225114,54,24,BOMAustralia,0,4
BOMAustralia__225200A,194,88,BOMAustralia,2,1
BOMAustralia__225201,190,83,BOMAustralia,2,3
BOMAustralia__225208B,135,60,BOMAustralia,1,4
BOMAustralia__225209,192,84,BOMAustralia,2,3
BOMAustralia__225213,164,72,BOMAustralia,1,0
BOMAustralia__225217,12,7,BOMAustralia,0,2
BOMAustralia__225218,187,81,BOMAustralia,2,4
BOMAustralia__225219,189,83,BOMAustralia,2,2
BOMAustralia__225221,143,63,BOMAustralia,1,3
BOMAustralia__225223,157,69,BOMAustralia,1,4
BOMAustralia__225224,192,83,BOMAustralia,2,4
BOMAustralia__225230A,164,72,BOMAustralia,1,0
BOMAustralia__225231,214,94,BOMAustralia,2,3
BOMAustralia__225242A,128,59,BOMAustralia,1,1
BOMAustralia__225702A,69,30,BOMAustralia,0,2
BOMAustralia__225706A,27,12,BOMAustralia,0,4
BOMAustralia__225715,15,8,BOMAustralia,0,2
BOMAustralia__225717,20,10,BOMAustralia,0,3
BOMAustralia__225728A,87,41,BOMAustralia,0,2
BOMAustralia__225730A,112,53,BOMAustralia,1,2
BOMAustralia__225731A,38,21,BOMAustralia,0,1
BOMAustralia__225732A,36,20,BOMAustralia,0,4
BOMAustralia__225734A,52,27,BOMAustralia,0,2
BOMAustralia__226005,246,110,BOMAustralia,3,0
BOMAustralia__226007,185,81,BOMAustralia,2,3
BOMAustralia__226008,119,54,BOMAustralia,1,1
BOMAustralia__226028,4,5,BOMAustralia,0,1
BOMAustralia__226033,96,47,BOMAustralia,0,4
BOMAustralia__226204,234,102,BOMAustralia,3,0
BOMAustralia__226205,247,109,BOMAustralia,3,0
BOMAustralia__226209,243,108,BOMAustralia,3,3
BOMAustralia__226217,25,12,BOMAustralia,0,1
BOMAustralia__226219,14,8,BOMAustralia,0,1
BOMAustralia__226220,134,59,BOMAustralia,1,0
BOMAustralia__226222,141,63,BOMAustralia,1,1
BOMAustralia__226224,140,62,BOMAustralia,1,3
BOMAustralia__226227,183,84,BOMAustralia,2,3
BOMAustralia__226233,29,15,BOMAustralia,0,0
BOMAustralia__226400B,64,34,BOMAustralia,0,0
BOMAustralia__226402,205,90,BOMAustralia,2,1
BOMAustralia__226407,182,79,BOMAustralia,2,0
BOMAustralia__226408,122,53,BOMAustralia,1,2
BOMAustralia__226409C,68,32,BOMAustralia,0,0
BOMAustralia__226410,158,69,BOMAustralia,1,3
BOMAustralia__227200B,104,46,BOMAustralia,0,1
BOMAustralia__227202,178,78,BOMAustralia,2,4
BOMAustralia__227203,4,3,BOMAustralia,0,1
BOMAustralia__227205,169,74,BOMAustralia,2,1
BOMAustralia__227211,172,76,BOMAustralia,2,0
BOMAustralia__227213,155,68,BOMAustralia,1,2
BOMAustralia__227216,11,6,BOMAustralia,0,3
BOMAustralia__227225,142,62,BOMAustralia,1,1
BOMAustralia__227226,151,66,BOMAustralia,1,0
BOMAustralia__227227,162,72,BOMAustralia,1,1
BOMAustralia__227228,13,8,BOMAustralia,0,0
BOMAustralia__227231,161,71,BOMAustralia,1,2
BOMAustralia__227238,19,11,BOMAustralia,0,1
BOMAustralia__227239,116,50,BOMAustralia,1,3
BOMAustralia__227243,14,7,BOMAustralia,0,0
BOMAustralia__227244,114,51,BOMAustralia,1,3
BOMAustralia__227249,112,55,BOMAustralia,1,1
BOMAustralia__227272,56,31,BOMAustralia,0,3
BOMAustralia__228207A,92,41,BOMAustralia,0,2
BOMAustralia__228209B,91,40,BOMAustralia,0,4
BOMAustralia__228212A,122,54,BOMAustralia,1,4
BOMAustralia__228214,10,6,BOMAustralia,0,2
BOMAustralia__228219C,89,40,BOMAustralia,0,2
BOMAustralia__228231A,146,66,BOMAustralia,1,2
BOMAustralia__228232,5,4,BOMAustralia,0,0
BOMAustralia__228233A,53,25,BOMAustralia,0,1
BOMAustralia__228235A,58,27,BOMAustralia,0,1
BOMAustralia__228255A,94,43,BOMAustralia,0,2
BOMAustralia__228357A,175,77,BOMAustralia,2,3
BOMAustralia__228358A,96,42,BOMAustralia,0,4
BOMAustralia__228362A,74,33,BOMAustralia,0,4
BOMAustralia__228363A,93,41,BOMAustralia,0,4
BOMAustralia__228364A,60,27,BOMAustralia,0,2
BOMAustralia__228368A,183,80,BOMAustralia,2,0
BOMAustralia__228373A,92,41,BOMAustralia,0,2
BOMAustralia__228393A,68,35,BOMAustralia,0,1
BOMAustralia__228395A,138,64,BOMAustralia,1,2
BOMAustralia__229104C,195,85,BOMAustralia,2,2
BOMAustralia__229106A,168,72,BOMAustralia,2,3
BOMAustralia__229109A,200,88,BOMAustralia,2,4
BOMAustralia__229135A,208,95,BOMAustralia,2,1
BOMAustralia__229142A,151,66,BOMAustralia,1,3
BOMAustralia__229143A,162,72,BOMAustralia,1,1
BOMAustralia__229144A,122,54,BOMAustralia,1,2
BOMAustralia__229200B,160,71,BOMAustralia,1,3
BOMAustralia__229206A,142,64,BOMAustralia,1,4
BOMAustralia__229214A,68,32,BOMAustralia,0,0
BOMAustralia__229215B,117,52,BOMAustralia,1,3
BOMAustralia__229224A,98,46,BOMAustralia,0,4
BOMAustralia__229229A,73,37,BOMAustralia,0,0
BOMAustralia__229245A,53,25,BOMAustralia,0,0
BOMAustralia__229246C,44,22,BOMAustralia,0,2
BOMAustralia__229247B,70,34,BOMAustralia,0,3
BOMAustralia__229248B,56,27,BOMAustralia,0,0
BOMAustralia__229249A,92,45,BOMAustralia,0,0
BOMAustralia__229263A,112,53,BOMAustralia,1,4
BOMAustralia__229264A,151,70,BOMAustralia,1,0
BOMAustralia__229270A,75,39,BOMAustralia,0,2
BOMAustralia__229290A,49,25,BOMAustralia,0,4
BOMAustralia__229400A,162,75,BOMAustralia,1,2
BOMAustralia__229404A,44,20,BOMAustralia,0,4
BOMAustralia__229608A,88,39,BOMAustralia,0,3
BOMAustralia__229610A,160,70,BOMAustralia,1,2
BOMAustralia__229612A,168,75,BOMAustralia,2,4
BOMAustralia__229616A,100,43,BOMAustralia,0,0
BOMAustralia__229617A,49,24,BOMAustralia,0,2
BOMAustralia__229618A,135,59,BOMAustralia,1,4
BOMAustralia__229620A,90,40,BOMAustralia,0,0
BOMAustralia__229624A,163,72,BOMAustralia,1,2
BOMAustralia__229627A,86,38,BOMAustralia,0,1
BOMAustralia__229628A,24,13,BOMAustralia,0,2
BOMAustralia__229645A,103,45,BOMAustralia,0,3
BOMAustralia__229648A,131,58,BOMAustralia,1,4
BOMAustralia__229652A,209,92,BOMAustralia,2,2
BOMAustralia__229653A,182,82,BOMAustralia,2,3
BOMAustralia__229659A,7,6,BOMAustralia,0,3
BOMAustralia__229660A,155,70,BOMAustralia,1,4
BOMAustralia__229677A,62,29,BOMAustralia,0,4
BOMAustralia__229678A,72,35,BOMAustralia,0,1
BOMAustralia__229681B,113,52,BOMAustralia,1,0
BOMAustralia__229694B,85,40,BOMAustralia,0,3
BOMAustralia__230107A,57,25,BOMAustralia,0,0
BOMAustralia__230112A,75,37,BOMAustralia,0,3
BOMAustralia__230202,211,93,BOMAustralia,2,4
BOMAustralia__230205,163,72,BOMAustralia,1,3
BOMAustralia__230211A,57,26,BOMAustralia,0,0
BOMAustralia__230213,186,82,BOMAustralia,2,1
BOMAustralia__230217,130,59,BOMAustralia,1,3
BOMAustralia__230219,30,15,BOMAustralia,0,1
BOMAustralia__230232,142,64,BOMAustralia,1,2
BOMAustralia__230237A,67,31,BOMAustralia,0,3
BOMAustralia__231106A,40,18,BOMAustralia,0,2
BOMAustralia__231110A,64,29,BOMAustralia,0,4
BOMAustralia__231200,201,88,BOMAustralia,2,0
BOMAustralia__231204,204,88,BOMAustralia,2,0
BOMAustralia__231208A,63,34,BOMAustralia,0,2
BOMAustralia__231211,159,70,BOMAustralia,1,3
BOMAustralia__231221,154,69,BOMAustralia,1,2
BOMAustralia__231222,129,56,BOMAustralia,1,1
BOMAustralia__231230,19,9,BOMAustralia,0,4
BOMAustralia__231231A,75,33,BOMAustralia,0,2
BOMAustralia__231236,123,55,BOMAustralia,1,3
BOMAustralia__231245A,8,5,BOMAustralia,0,1
BOMAustralia__231704A,70,30,BOMAustralia,0,0
BOMAustralia__231707A,53,23,BOMAustralia,0,3
BOMAustralia__231716A,48,22,BOMAustralia,0,1
BOMAustralia__231721A,18,12,BOMAustralia,0,2
BOMAustralia__232200,163,71,BOMAustralia,1,0
BOMAustralia__232202,177,78,BOMAustralia,2,0
BOMAustralia__232204,175,77,BOMAustralia,2,0
BOMAustralia__232209,147,65,BOMAustralia,1,4
BOMAustralia__232211,150,66,BOMAustralia,1,2
BOMAustralia__232213,151,66,BOMAustralia,1,2
BOMAustralia__232214A,152,67,BOMAustralia,1,0
BOMAustralia__232242A,27,12,BOMAustralia,0,2
BOMAustralia__232709,118,53,BOMAustralia,1,3
BOMAustralia__233200,227,100,BOMAustralia,3,2
BOMAustralia__233201,158,71,BOMAustralia,1,2
BOMAustralia__233211,164,72,BOMAustralia,1,1
BOMAustralia__233215,215,95,BOMAustralia,2,3
BOMAustralia__233217,134,62,BOMAustralia,1,4
BOMAustralia__233218,207,91,BOMAustralia,2,1
BOMAustralia__233224,199,87,BOMAustralia,2,0
BOMAustralia__233225,5,3,BOMAustralia,0,1
BOMAustralia__233227,8,5,BOMAustralia,0,2
BOMAustralia__233246,156,70,BOMAustralia,1,3
BOMAustralia__233247,193,86,BOMAustralia,2,2
BOMAustralia__233248,79,38,BOMAustralia,0,1
BOMAustralia__233249,89,41,BOMAustralia,0,3
BOMAustralia__233250,145,65,BOMAustralia,1,0
BOMAustralia__233251,41,22,BOMAustralia,0,1
BOMAustralia__233257,152,69,BOMAustralia,1,2
BOMAustralia__233706,102,49,BOMAustralia,1,0
BOMAustralia__233709,114,52,BOMAustralia,1,4
BOMAustralia__233714,78,37,BOMAustralia,0,4
BOMAustralia__233716,1,1,BOMAustralia,0,3
BOMAustralia__233718,121,56,BOMAustralia,1,0
BOMAustralia__234200,182,80,BOMAustralia,2,2
BOMAustralia__234201,191,84,BOMAustralia,2,1
BOMAustralia__234203,119,53,BOMAustralia,1,3
BOMAustralia__234209,196,85,BOMAustralia,2,2
BOMAustralia__234212,68,32,BOMAustralia,0,0
BOMAustralia__234215,17,13,BOMAustralia,0,2
BOMAustralia__234700,61,28,BOMAustralia,0,1
BOMAustralia__234701,42,22,BOMAustralia,0,2
BOMAustralia__235203,186,81,BOMAustralia,2,2
BOMAustralia__235205,165,72,BOMAustralia,1,0
BOMAustralia__235210,189,84,BOMAustralia,2,1
BOMAustralia__235212,14,9,BOMAustralia,0,0
BOMAustralia__235219,155,68,BOMAustralia,1,1
BOMAustralia__235222,89,39,BOMAustralia,0,4
BOMAustralia__235223,7,5,BOMAustralia,0,1
BOMAustralia__235224,208,92,BOMAustralia,2,3
BOMAustralia__235225,128,59,BOMAustralia,1,2
BOMAustralia__235227,167,74,BOMAustralia,2,3
BOMAustralia__235229,10,6,BOMAustralia,0,2
BOMAustralia__235233,172,75,BOMAustralia,2,2
BOMAustralia__235237,185,80,BOMAustralia,2,2
BOMAustralia__235241,18,10,BOMAustralia,0,2
BOMAustralia__235242,15,8,BOMAustralia,0,0
BOMAustralia__235243,7,4,BOMAustralia,0,3
BOMAustralia__235255,162,73,BOMAustralia,1,2
BOMAustralia__235256,75,34,BOMAustralia,0,0
BOMAustralia__235257,149,65,BOMAustralia,1,2
BOMAustralia__235258,84,39,BOMAustralia,0,1
BOMAustralia__235267,130,61,BOMAustralia,1,4
BOMAustralia__236203,167,73,BOMAustralia,2,3
BOMAustralia__236204,138,60,BOMAustralia,1,2
BOMAustralia__236205,218,96,BOMAustralia,3,3
BOMAustralia__236212,179,79,BOMAustralia,2,1
BOMAustralia__236213,139,61,BOMAustralia,1,1
BOMAustralia__236215,130,55,BOMAustralia,1,1
BOMAustralia__236216,187,81,BOMAustralia,2,1
BOMAustralia__236227A,86,41,BOMAustralia,0,2
BOMAustralia__237200,200,87,BOMAustralia,2,4
BOMAustralia__237202,177,77,BOMAustralia,2,0
BOMAustralia__237205,153,67,BOMAustralia,1,1
BOMAustralia__237206,178,78,BOMAustralia,2,3
BOMAustralia__237207,195,84,BOMAustralia,2,0
BOMAustralia__237208,8,5,BOMAustralia,0,2
BOMAustralia__237209,25,13,BOMAustralia,0,4
BOMAustralia__238202,215,94,BOMAustralia,2,2
BOMAustralia__238208,137,60,BOMAustralia,1,2
BOMAustralia__238210,134,58,BOMAustralia,1,2
BOMAustralia__238212,19,10,BOMAustralia,0,4
BOMAustralia__238218,192,82,BOMAustralia,2,0
BOMAustralia__238219,226,99,BOMAustralia,3,1
BOMAustralia__238220,167,74,BOMAustralia,2,2
BOMAustralia__238223,167,74,BOMAustralia,2,2
BOMAustralia__238224,157,69,BOMAustralia,1,2
BOMAustralia__238228,214,94,BOMAustralia,2,0
BOMAustralia__238229,118,53,BOMAustralia,1,1
BOMAustralia__238230,171,74,BOMAustralia,2,1
BOMAustralia__238231,157,69,BOMAustralia,1,3
BOMAustralia__238233,6,4,BOMAustralia,0,3
BOMAustralia__238234,12,8,BOMAustralia,0,3
BOMAustralia__238235,172,75,BOMAustralia,2,0
BOMAustralia__238238,13,7,BOMAustralia,0,0
BOMAustralia__238249,75,35,BOMAustralia,0,0
BOMAustralia__238700,118,51,BOMAustralia,1,0
BOMAustralia__238702,130,57,BOMAustralia,1,2
BOMAustralia__238707,110,48,BOMAustralia,1,1
BOMAustralia__238716,34,18,BOMAustralia,0,4
BOMAustralia__340001,49,26,BOMAustralia,0,1
BOMAustralia__401008,164,73,BOMAustralia,1,4
BOMAustralia__401009,224,100,BOMAustralia,3,1
BOMAustralia__401013,199,87,BOMAustralia,2,1
BOMAustralia__401014,252,113,BOMAustralia,3,2
BOMAustralia__401015,177,76,BOMAustralia,2,2
BOMAustralia__401016,187,81,BOMAustralia,2,3
BOMAustralia__401017,212,94,BOMAustralia,2,3
BOMAustralia__401024,153,70,BOMAustralia,1,3
BOMAustralia__401026,128,57,BOMAustralia,1,2
BOMAustralia__401029,90,46,BOMAustralia,0,1
BOMAustralia__401204,241,106,BOMAustralia,3,4
BOMAustralia__401208,205,90,BOMAustralia,2,0
BOMAustralia__401209,23,12,BOMAustralia,0,3
BOMAustralia__401210,218,96,BOMAustralia,3,2
BOMAustralia__401212,148,65,BOMAustralia,1,4
BOMAustralia__401215,145,64,BOMAustralia,1,4
BOMAustralia__401216,205,90,BOMAustralia,2,2
BOMAustralia__401217,187,82,BOMAustralia,2,4
BOMAustralia__401218,4,3,BOMAustralia,0,3
BOMAustralia__401220,182,80,BOMAustralia,2,1
BOMAustralia__401225,27,14,BOMAustralia,0,1
BOMAustralia__401226,141,63,BOMAustralia,1,4
BOMAustralia__401228,101,45,BOMAustralia,0,0
BOMAustralia__401229,174,77,BOMAustralia,2,1
BOMAustralia__401231,183,81,BOMAustralia,2,2
BOMAustralia__401549,214,94,BOMAustralia,2,4
BOMAustralia__401554,187,84,BOMAustralia,2,1
BOMAustralia__401560,208,90,BOMAustralia,2,3
BOMAustralia__402204,184,81,BOMAustralia,2,4
BOMAustralia__402213,149,66,BOMAustralia,1,2
BOMAustralia__402215,16,8,BOMAustralia,0,2
BOMAustralia__402217,61,29,BOMAustralia,0,3
BOMAustralia__402219,12,8,BOMAustralia,0,3
BOMAustralia__402222,244,108,BOMAustralia,3,4
BOMAustralia__402223,133,59,BOMAustralia,1,4
BOMAustralia__403205,227,99,BOMAustralia,3,4
BOMAustralia__403210,211,93,BOMAustralia,2,1
BOMAustralia__403213,209,92,BOMAustralia,2,4
BOMAustralia__403214,160,71,BOMAustralia,1,3
BOMAustralia__403216,30,14,BOMAustralia,0,4
BOMAustralia__403217,168,74,BOMAustralia,2,4
BOMAustralia__403220,190,83,BOMAustralia,2,0
BOMAustralia__403221,166,72,BOMAustralia,2,2
BOMAustralia__403222,195,85,BOMAustralia,2,2
BOMAustralia__403223,224,98,BOMAustralia,3,2
BOMAustralia__403224,185,81,BOMAustralia,2,4
BOMAustralia__403227,211,93,BOMAustralia,2,0
BOMAustralia__403230,221,97,BOMAustralia,3,2
BOMAustralia__403232,174,77,BOMAustralia,2,3
BOMAustralia__403233,205,90,BOMAustralia,2,0
BOMAustralia__403236,17,10,BOMAustralia,0,1
BOMAustralia__403240,176,78,BOMAustralia,2,3
BOMAustralia__403241,166,74,BOMAustralia,2,2
BOMAustralia__403244,172,75,BOMAustralia,2,4
BOMAustralia__403247,111,50,BOMAustralia,1,1
BOMAustralia__403248,108,48,BOMAustralia,1,0
BOMAustralia__403249,126,58,BOMAustralia,1,2
BOMAustralia__403250,14,8,BOMAustralia,0,1
BOMAustralia__403254,118,54,BOMAustralia,1,3
BOMAustralia__404204,183,79,BOMAustralia,2,1
BOMAustralia__404206,89,40,BOMAustralia,0,2
BOMAustralia__404207,178,79,BOMAustralia,2,2
BOMAustralia__404208,116,52,BOMAustralia,1,1
BOMAustralia__404210,30,14,BOMAustralia,0,1
BOMAustralia__404214,173,75,BOMAustralia,2,1
BOMAustralia__404224,171,76,BOMAustralia,2,0
BOMAustralia__404227,78,34,BOMAustralia,0,1
BOMAustralia__404235,102,46,BOMAustralia,0,3
BOMAustralia__404239,87,40,BOMAustralia,0,2
BOMAustralia__404245,99,49,BOMAustralia,0,4
BOMAustralia__404246,40,23,BOMAustralia,0,2
BOMAustralia__404708,3,4,BOMAustralia,0,0
BOMAustralia__405201,215,95,BOMAustralia,2,2
BOMAustralia__405202,214,95,BOMAustralia,2,0
BOMAustralia__405203,264,118,BOMAustralia,3,2
BOMAustralia__405209,219,97,BOMAustralia,3,0
BOMAustralia__405212,191,83,BOMAustralia,2,1
BOMAustralia__405215,175,77,BOMAustralia,2,4
BOMAustralia__405217,192,84,BOMAustralia,2,1
BOMAustralia__405218,180,79,BOMAustralia,2,2
BOMAustralia__405219,176,77,BOMAustralia,2,2
BOMAustralia__405228,169,75,BOMAustralia,2,1
BOMAustralia__405229,137,60,BOMAustralia,1,0
BOMAustralia__405230,106,46,BOMAustralia,1,1
BOMAustralia__405231,197,87,BOMAustralia,2,2
BOMAustralia__405234,181,79,BOMAustralia,2,4
BOMAustralia__405236,12,7,BOMAustralia,0,4
BOMAustralia__405237,179,79,BOMAustralia,2,1
BOMAustralia__405238,157,69,BOMAustralia,1,2
BOMAustralia__405240,196,86,BOMAustralia,2,4
BOMAustralia__405241,262,116,BOMAustralia,3,0
BOMAustralia__405247,143,62,BOMAustralia,1,1
BOMAustralia__405248,164,71,BOMAustralia,1,2
BOMAustralia__405251,160,70,BOMAustralia,1,2
BOMAustralia__405257,118,53,BOMAustralia,1,4
BOMAustralia__405260,31,21,BOMAustralia,0,3
BOMAustralia__405261,8,5,BOMAustralia,0,3
BOMAustralia__405262,18,9,BOMAustralia,0,4
BOMAustralia__405263,53,24,BOMAustralia,0,3
BOMAustralia__405264,174,76,BOMAustralia,2,2
BOMAustralia__405269,175,76,BOMAustralia,2,0
BOMAustralia__405278,8,5,BOMAustralia,0,3
BOMAustralia__405279,2,1,BOMAustralia,0,1
BOMAustralia__405281,1,1,BOMAustralia,0,3
BOMAustralia__405290,76,37,BOMAustralia,0,1
BOMAustralia__405291,169,77,BOMAustralia,2,1
BOMAustralia__405292,46,22,BOMAustralia,0,1
BOMAustralia__405293,64,32,BOMAustralia,0,0
BOMAustralia__405321,95,44,BOMAustralia,0,4
BOMAustralia__405328,103,52,BOMAustralia,1,4
BOMAustralia__405702,134,58,BOMAustralia,1,0
BOMAustralia__405704,129,57,BOMAustralia,1,3
BOMAustralia__405709,123,53,BOMAustralia,1,2
BOMAustralia__405711,39,19,BOMAustralia,0,4
BOMAustralia__405714,77,38,BOMAustralia,0,0
BOMAustralia__405716,44,21,BOMAustralia,0,2
BOMAustralia__405717,98,43,BOMAustralia,0,3
BOMAustralia__405719,113,53,BOMAustralia,1,2
BOMAustralia__405721,23,10,BOMAustralia,0,4
BOMAustralia__405729,42,19,BOMAustralia,0,3
BOMAustralia__405737,8,6,BOMAustralia,0,0
BOMAustralia__405738,123,55,BOMAustralia,1,1
BOMAustralia__405740,31,16,BOMAustralia,0,4
BOMAustralia__405746,20,11,BOMAustralia,0,2
BOMAustralia__405757,21,15,BOMAustralia,0,4
BOMAustralia__405758,158,74,BOMAustralia,1,2
BOMAustralia__405779,124,57,BOMAustralia,1,1
BOMAustralia__406201,175,77,BOMAustralia,2,0
BOMAustralia__406202,234,103,BOMAustralia,3,0
BOMAustralia__406208,139,61,BOMAustralia,1,4
BOMAustralia__406210,100,50,BOMAustralia,0,1
BOMAustralia__406213,187,81,BOMAustralia,2,3
BOMAustralia__406214,143,63,BOMAustralia,1,3
BOMAustralia__406215,165,72,BOMAustralia,1,4
BOMAustralia__406216,155,67,BOMAustralia,1,3
BOMAustralia__406225,125,54,BOMAustralia,1,0
BOMAustralia__406235,175,76,BOMAustralia,2,0
BOMAustralia__406250,170,74,BOMAustralia,2,1
BOMAustralia__406262,195,86,BOMAustralia,2,3
BOMAustralia__406264,159,72,BOMAustralia,1,0
BOMAustralia__406265,107,48,BOMAustralia,1,0
BOMAustralia__406280,101,50,BOMAustralia,1,0
BOMAustralia__406757,57,27,BOMAustralia,0,1
BOMAustralia__407205,158,69,BOMAustralia,1,2
BOMAustralia__407209,103,45,BOMAustralia,0,1
BOMAustralia__407211,133,59,BOMAustralia,1,4
BOMAustralia__407213,157,68,BOMAustralia,1,1
BOMAustralia__407214,164,71,BOMAustralia,1,4
BOMAustralia__407215,162,71,BOMAustralia,1,0
BOMAustralia__407217,138,60,BOMAustralia,1,3
BOMAustralia__407220,75,33,BOMAustralia,0,2
BOMAustralia__407221,132,58,BOMAustralia,1,0
BOMAustralia__407222,160,70,BOMAustralia,1,1
BOMAustralia__407229,193,83,BOMAustralia,2,1
BOMAustralia__407230,166,73,BOMAustralia,2,3
BOMAustralia__407236,155,67,BOMAustralia,1,0
BOMAustralia__407237,85,41,BOMAustralia,0,2
BOMAustralia__407239,150,65,BOMAustralia,1,1
BOMAustralia__407240,72,34,BOMAustralia,0,3
BOMAustralia__407252,181,80,BOMAustralia,2,0
BOMAustralia__407253,133,58,BOMAustralia,1,1
BOMAustralia__407255,180,80,BOMAustralia,2,4
BOMAustralia__407258,19,8,BOMAustralia,0,0
BOMAustralia__407284,165,76,BOMAustralia,2,2
BOMAustralia__407285,130,61,BOMAustralia,1,1
BOMAustralia__407287,165,75,BOMAustralia,2,3
BOMAustralia__407288,137,62,BOMAustralia,1,4
BOMAustralia__407290,166,73,BOMAustralia,2,1
BOMAustralia__407295,147,65,BOMAustralia,1,2
BOMAustralia__407300,136,60,BOMAustralia,1,2
BOMAustralia__407301,133,60,BOMAustralia,1,1
BOMAustralia__407314,135,60,BOMAustralia,1,1
BOMAustralia__407712,210,92,BOMAustralia,2,2
BOMAustralia__407716,50,25,BOMAustralia,0,3
BOMAustralia__407727,32,17,BOMAustralia,0,1
BOMAustralia__407735,152,68,BOMAustralia,1,1
BOMAustralia__408202,146,63,BOMAustralia,1,4
BOMAustralia__408203,158,68,BOMAustralia,1,3
BOMAustralia__408204,8,4,BOMAustralia,0,3
BOMAustralia__408206,152,66,BOMAustralia,1,4
BOMAustralia__408207,5,2,BOMAustralia,0,3
BOMAustralia__408209,124,55,BOMAustralia,1,0
BOMAustralia__408213,75,32,BOMAustralia,0,4
BOMAustralia__408702,46,22,BOMAustralia,0,4
BOMAustralia__408705,30,20,BOMAustralia,0,1
BOMAustralia__409013,150,67,BOMAustralia,1,0
BOMAustralia__409019,158,68,BOMAustralia,1,3
BOMAustralia__409029,231,99,BOMAustralia,3,3
